date,temperature,rainfall,humidity,holiday,weekend,population_density,event_level,waste_volume
2024-10-09,27.4,3.3,72.3,0,0,9344,0,69.31
2024-10-10,26.2,0.0,73.9,0,0,9805,0,77.23
2024-10-11,25.9,23.0,83.5,0,0,9633,0,74.57
2024-10-12,25.0,0.8,82.0,0,1,9544,1,98.53
2024-10-13,27.7,1.6,71.8,0,1,9944,0,88.61
2024-10-14,28.8,28.3,76.1,0,0,9543,0,74.37
2024-10-15,24.0,0.0,80.2,0,0,9527,0,74.59
2024-10-16,27.9,18.4,74.1,0,0,9576,0,75.6
2024-10-17,25.5,6.9,75.1,0,0,9535,0,74.52
2024-10-18,25.1,26.9,77.8,0,0,9649,0,70.72
2024-10-19,25.5,10.9,77.5,0,1,10035,2,109.76
2024-10-20,27.7,18.9,75.4,0,1,9744,1,98.51
2024-10-21,27.0,18.4,84.3,0,0,9527,0,73.94
2024-10-22,24.0,23.2,75.7,0,0,9509,0,73.68
2024-10-23,26.7,10.4,74.8,0,0,9308,0,76.44
2024-10-24,30.5,16.6,76.7,0,0,9437,0,77.94
2024-10-25,25.1,12.4,75.3,0,0,9750,0,73.11
2024-10-26,26.1,13.2,74.4,0,1,9490,1,94.79
2024-10-27,25.8,17.0,79.1,0,1,9233,0,80.34
2024-10-28,26.8,0.0,77.1,0,0,9462,0,74.97
2024-10-29,25.2,6.6,72.1,0,0,9698,0,73.16
2024-10-30,24.0,17.8,79.1,0,0,9666,0,79.04
2024-10-31,25.6,21.0,78.3,0,0,9848,0,77.26
2024-11-01,25.8,0.4,78.9,0,0,9174,0,75.36
2024-11-02,29.4,29.2,84.8,0,1,9300,1,95.11
2024-11-03,28.8,17.0,81.1,0,1,9856,0,89.38
2024-11-04,26.0,92.7,92.7,0,0,9427,0,67.74
2024-11-05,25.4,87.8,90.0,0,0,9480,0,73.9
2024-11-06,25.6,20.8,83.5,0,0,9563,0,72.3
2024-11-07,25.8,96.5,92.1,0,0,9722,0,67.15
2024-11-08,25.4,8.7,85.0,0,0,9483,0,77.31
2024-11-09,24.0,20.1,81.5,0,1,9469,1,90.91
2024-11-10,28.1,0.0,77.1,0,1,9838,0,95.27
2024-11-11,25.5,0.0,81.5,0,0,9715,1,84.6
2024-11-12,27.8,0.4,81.8,0,0,9558,0,75.74
2024-11-13,24.0,36.1,87.0,0,0,9511,1,83.77
2024-11-14,25.3,21.8,87.6,0,0,9564,0,68.19
2024-11-15,27.5,26.5,80.0,0,0,9644,0,72.36
2024-11-16,27.8,9.4,82.6,0,1,9365,2,98.84
2024-11-17,24.2,65.6,85.8,0,1,9383,3,92.66
2024-11-18,26.8,20.6,84.2,0,0,9322,0,73.85
2024-11-19,26.7,32.8,89.8,0,0,9629,0,72.04
2024-11-20,27.4,64.7,87.9,0,0,9709,0,74.07
2024-11-21,26.7,83.6,93.4,0,0,9735,0,72.51
2024-11-22,27.5,22.7,80.3,0,0,9695,0,76.3
2024-11-23,25.8,36.4,85.8,0,1,9436,1,89.27
2024-11-24,29.9,84.8,87.0,0,1,9403,0,78.15
2024-11-25,24.4,76.9,92.5,0,0,9655,0,70.26
2024-11-26,24.0,72.9,94.7,0,0,9858,0,73.95
2024-11-27,25.5,53.5,86.6,0,0,9578,0,69.68
2024-11-28,24.0,27.4,83.0,0,0,9472,0,69.48
2024-11-29,26.8,6.3,84.7,0,0,9559,0,71.82
2024-11-30,25.3,25.9,81.2,0,1,9784,1,94.78
2024-12-01,26.8,113.5,90.2,0,1,9541,2,102.08
2024-12-02,31.2,74.5,84.9,0,0,9272,0,74.91
2024-12-03,29.0,19.8,90.0,0,0,9809,0,83.72
2024-12-04,29.8,20.7,82.4,0,0,9592,0,79.07
2024-12-05,24.5,41.7,91.0,0,0,9637,0,79.69
2024-12-06,25.0,76.1,93.8,0,0,9291,0,74.6
2024-12-07,29.7,45.8,82.7,0,1,9705,0,100.98
2024-12-08,27.3,62.2,87.1,0,1,9388,2,106.08
2024-12-09,28.7,82.1,89.1,0,0,9311,0,79.26
2024-12-10,27.9,92.7,93.4,0,0,9542,0,73.59
2024-12-11,29.4,0.0,87.2,0,0,9563,0,77.28
2024-12-12,26.6,50.4,90.3,0,0,9503,0,75.22
2024-12-13,29.6,12.8,83.9,0,0,9617,1,94.59
2024-12-14,27.4,76.5,92.7,0,1,9658,1,99.84
2024-12-15,30.7,22.5,83.3,0,1,9400,1,105.11
2024-12-16,26.7,67.6,89.1,0,0,9734,0,69.29
2024-12-17,29.1,9.9,82.8,0,0,9461,1,94.24
2024-12-18,25.2,0.0,77.4,0,0,9418,0,80.71
2024-12-19,27.2,61.3,94.2,0,0,9275,0,69.13
2024-12-20,28.8,28.1,89.5,0,0,9809,0,84.29
2024-12-21,27.1,0.0,86.4,0,1,9749,0,96.37
2024-12-22,26.8,0.0,81.4,0,1,9641,0,95.95
2024-12-23,28.6,57.0,83.2,0,0,9912,0,82.47
2024-12-24,27.2,9.9,81.4,0,0,9829,0,85.4
2024-12-25,27.1,52.7,83.9,1,0,9464,2,106.03
2024-12-26,26.2,89.3,92.5,0,0,9374,0,73.64
2024-12-27,26.9,9.0,78.7,0,0,9710,0,77.46
2024-12-28,27.9,45.4,94.2,0,1,9835,1,106.12
2024-12-29,24.0,55.6,83.3,0,1,9369,0,88.9
2024-12-30,28.8,44.9,89.0,0,0,9182,0,72.87
2024-12-31,27.2,65.6,86.7,0,0,9209,0,71.18
